RegionID,SizeRank,RegionName,RegionType,StateName,date,zhvi,year,month,year_month
24,25,Kentucky,state,,2016-08-31,127310.2711678044,2016,8,2016-08
46,26,Oregon,state,,2016-08-31,302444.1786652718,2016,8,2016-08
45,27,Oklahoma,state,,2016-08-31,128627.7847680679,2016,8,2016-08
11,28,Connecticut,state,,2016-08-31,244463.0032297213,2016,8,2016-08
55,30,Utah,state,,2016-08-31,268211.6618818759,2016,8,2016-08
19,31,Iowa,state,,2016-08-31,142008.90103348714,2016,8,2016-08
42,32,Nevada,state,,2016-08-31,231591.1286560309,2016,8,2016-08
6,33,Arkansas,state,,2016-08-31,135202.41507444452,2016,8,2016-08
34,34,Mississippi,state,,2016-08-31,134636.99464276407,2016,8,2016-08
23,35,Kansas,state,,2016-08-31,134761.3564959498,2016,8,2016-08
41,36,New Mexico,state,,2016-08-31,176707.66707409007,2016,8,2016-08
38,37,Nebraska,state,,2016-08-31,153097.0444999848,2016,8,2016-08
20,38,Idaho,state,,2016-08-31,209056.93045262183,2016,8,2016-08
61,39,West Virginia,state,,2016-08-31,111475.08497258488,2016,8,2016-08
18,40,Hawaii,state,,2016-08-31,542166.2858616832,2016,8,2016-08
39,41,New Hampshire,state,,2016-08-31,242713.85695954703,2016,8,2016-08
28,42,Maine,state,,2016-08-31,199660.56549336785,2016,8,2016-08
50,43,Rhode Island,state,,2016-08-31,253565.72376289524,2016,8,2016-08
35,44,Montana,state,,2016-08-31,228373.9751916224,2016,8,2016-08
13,45,Delaware,state,,2016-08-31,252109.5477401793,2016,8,2016-08
52,46,South Dakota,state,,2016-08-31,180544.08411973497,2016,8,2016-08
37,47,North Dakota,state,,2016-08-31,225885.3940349345,2016,8,2016-08
3,48,Alaska,state,,2016-08-31,281306.518803834,2016,8,2016-08
12,49,District of Columbia,state,,2016-08-31,511540.9603597315,2016,8,2016-08
58,50,Vermont,state,,2016-08-31,235071.68912063507,2016,8,2016-08
62,51,Wyoming,state,,2016-08-31,231590.0939748508,2016,8,2016-08
9,0,California,state,,2016-09-30,451640.02114646,2016,9,2016-09
54,1,Texas,state,,2016-09-30,185666.3762314464,2016,9,2016-09
14,2,Florida,state,,2016-09-30,203722.40411632915,2016,9,2016-09
43,3,New York,state,,2016-09-30,288556.20282199135,2016,9,2016-09
47,4,Pennsylvania,state,,2016-09-30,169337.90705596196,2016,9,2016-09
21,5,Illinois,state,,2016-09-30,175092.3735410738,2016,9,2016-09
44,6,Ohio,state,,2016-09-30,129279.46320818143,2016,9,2016-09
16,7,Georgia,state,,2016-09-30,169322.90263907835,2016,9,2016-09
36,8,North Carolina,state,,2016-09-30,174842.33825142114,2016,9,2016-09
30,9,Michigan,state,,2016-09-30,139203.19970612496,2016,9,2016-09
40,10,New Jersey,state,,2016-09-30,312214.69026632083,2016,9,2016-09
56,11,Virginia,state,,2016-09-30,250083.38656265265,2016,9,2016-09
59,12,Washington,state,,2016-09-30,318099.35423098825,2016,9,2016-09
8,13,Arizona,state,,2016-09-30,223974.84256709213,2016,9,2016-09
26,14,Massachusetts,state,,2016-09-30,373893.1390233284,2016,9,2016-09
53,15,Tennessee,state,,2016-09-30,167715.12602069296,2016,9,2016-09
22,16,Indiana,state,,2016-09-30,131195.8844513009,2016,9,2016-09
27,17,Maryland,state,,2016-09-30,287000.15877945843,2016,9,2016-09
32,18,Missouri,state,,2016-09-30,145099.61641183257,2016,9,2016-09
60,19,Wisconsin,state,,2016-09-30,173379.65972688238,2016,9,2016-09
10,20,Colorado,state,,2016-09-30,332703.93020877824,2016,9,2016-09
31,21,Minnesota,state,,2016-09-30,212050.3058132069,2016,9,2016-09
51,22,South Carolina,state,,2016-09-30,166716.98041512107,2016,9,2016-09
4,23,Alabama,state,,2016-09-30,142329.8765002476,2016,9,2016-09
25,24,Louisiana,state,,2016-09-30,183064.1230323217,2016,9,2016-09
24,25,Kentucky,state,,2016-09-30,127775.56672133862,2016,9,2016-09
46,26,Oregon,state,,2016-09-30,304456.5813402832,2016,9,2016-09
45,27,Oklahoma,state,,2016-09-30,128868.16325413268,2016,9,2016-09
11,28,Connecticut,state,,2016-09-30,244463.497600912,2016,9,2016-09
55,30,Utah,state,,2016-09-30,269603.9532406725,2016,9,2016-09
19,31,Iowa,state,,2016-09-30,142347.89036320706,2016,9,2016-09
42,32,Nevada,state,,2016-09-30,232110.62133518307,2016,9,2016-09
6,33,Arkansas,state,,2016-09-30,135612.98040372913,2016,9,2016-09
34,34,Mississippi,state,,2016-09-30,134850.54566456325,2016,9,2016-09
23,35,Kansas,state,,2016-09-30,134932.7624555717,2016,9,2016-09
41,36,New Mexico,state,,2016-09-30,176733.2684304331,2016,9,2016-09
38,37,Nebraska,state,,2016-09-30,153603.2758441656,2016,9,2016-09
20,38,Idaho,state,,2016-09-30,210272.10140190757,2016,9,2016-09
61,39,West Virginia,state,,2016-09-30,111551.06119977833,2016,9,2016-09
18,40,Hawaii,state,,2016-09-30,545288.062987186,2016,9,2016-09
39,41,New Hampshire,state,,2016-09-30,243177.0972168343,2016,9,2016-09
28,42,Maine,state,,2016-09-30,200435.50839819256,2016,9,2016-09
50,43,Rhode Island,state,,2016-09-30,254802.98703072223,2016,9,2016-09
35,44,Montana,state,,2016-09-30,228527.32735771468,2016,9,2016-09
13,45,Delaware,state,,2016-09-30,252745.33182268692,2016,9,2016-09
52,46,South Dakota,state,,2016-09-30,181092.9509599801,2016,9,2016-09
37,47,North Dakota,state,,2016-09-30,224836.65595721404,2016,9,2016-09
3,48,Alaska,state,,2016-09-30,281545.6689427462,2016,9,2016-09
12,49,District of Columbia,state,,2016-09-30,512440.9901922164,2016,9,2016-09
58,50,Vermont,state,,2016-09-30,235402.6382972565,2016,9,2016-09
62,51,Wyoming,state,,2016-09-30,230979.6956674666,2016,9,2016-09
9,0,California,state,,2016-10-31,451301.5203843231,2016,10,2016-10
54,1,Texas,state,,2016-10-31,186711.89798730952,2016,10,2016-10
14,2,Florida,state,,2016-10-31,205337.89890129995,2016,10,2016-10
43,3,New York,state,,2016-10-31,289397.93059418304,2016,10,2016-10
47,4,Pennsylvania,state,,2016-10-31,169987.28611912028,2016,10,2016-10
21,5,Illinois,state,,2016-10-31,175632.55127774083,2016,10,2016-10
44,6,Ohio,state,,2016-10-31,129817.20129251016,2016,10,2016-10
16,7,Georgia,state,,2016-10-31,170117.2278175739,2016,10,2016-10
36,8,North Carolina,state,,2016-10-31,175929.10964905858,2016,10,2016-10
30,9,Michigan,state,,2016-10-31,139919.4518361898,2016,10,2016-10
40,10,New Jersey,state,,2016-10-31,312485.52541082376,2016,10,2016-10
56,11,Virginia,state,,2016-10-31,250913.3601376092,2016,10,2016-10
59,12,Washington,state,,2016-10-31,320366.2306112473,2016,10,2016-10
8,13,Arizona,state,,2016-10-31,225133.108481645,2016,10,2016-10
26,14,Massachusetts,state,,2016-10-31,375808.8370437219,2016,10,2016-10
53,15,Tennessee,state,,2016-10-31,169093.53865399494,2016,10,2016-10
22,16,Indiana,state,,2016-10-31,131888.73870794018,2016,10,2016-10
27,17,Maryland,state,,2016-10-31,287679.47061226354,2016,10,2016-10
32,18,Missouri,state,,2016-10-31,145712.34946424406,2016,10,2016-10
60,19,Wisconsin,state,,2016-10-31,174383.5128688578,2016,10,2016-10
10,20,Colorado,state,,2016-10-31,334680.1826818239,2016,10,2016-10
31,21,Minnesota,state,,2016-10-31,213096.76809679528,2016,10,2016-10
51,22,South Carolina,state,,2016-10-31,167669.24397560532,2016,10,2016-10
4,23,Alabama,state,,2016-10-31,142850.3724258201,2016,10,2016-10
25,24,Louisiana,state,,2016-10-31,183298.00246453952,2016,10,2016-10
24,25,Kentucky,state,,2016-10-31,128491.70967708516,2016,10,2016-10
46,26,Oregon,state,,2016-10-31,306719.612263401,2016,10,2016-10
45,27,Oklahoma,state,,2016-10-31,129286.90716780744,2016,10,2016-10
11,28,Connecticut,state,,2016-10-31,244869.3268705785,2016,10,2016-10
55,30,Utah,state,,2016-10-31,271060.91365711135,2016,10,2016-10
19,31,Iowa,state,,2016-10-31,142962.64346089505,2016,10,2016-10
42,32,Nevada,state,,2016-10-31,232785.7835393385,2016,10,2016-10
6,33,Arkansas,state,,2016-10-31,136222.74659403495,2016,10,2016-10
34,34,Mississippi,state,,2016-10-31,134940.91979665848,2016,10,2016-10
23,35,Kansas,state,,2016-10-31,135314.63138271807,2016,10,2016-10
41,36,New Mexico,state,,2016-10-31,177134.82043454144,2016,10,2016-10
38,37,Nebraska,state,,2016-10-31,154253.1866686937,2016,10,2016-10
20,38,Idaho,state,,2016-10-31,211650.4056602839,2016,10,2016-10
61,39,West Virginia,state,,2016-10-31,111675.09966890608,2016,10,2016-10
18,40,Hawaii,state,,2016-10-31,548248.65853731,2016,10,2016-10
39,41,New Hampshire,state,,2016-10-31,243950.02066806372,2016,10,2016-10
28,42,Maine,state,,2016-10-31,201437.68326190524,2016,10,2016-10
50,43,Rhode Island,state,,2016-10-31,256013.7363410463,2016,10,2016-10
35,44,Montana,state,,2016-10-31,228781.6805822098,2016,10,2016-10
13,45,Delaware,state,,2016-10-31,253696.9700994684,2016,10,2016-10
52,46,South Dakota,state,,2016-10-31,181708.04143492467,2016,10,2016-10
37,47,North Dakota,state,,2016-10-31,224030.2517579033,2016,10,2016-10
3,48,Alaska,state,,2016-10-31,281909.57944055897,2016,10,2016-10
12,49,District of Columbia,state,,2016-10-31,514239.4579931541,2016,10,2016-10
58,50,Vermont,state,,2016-10-31,235851.85162428772,2016,10,2016-10
62,51,Wyoming,state,,2016-10-31,230716.73131120973,2016,10,2016-10
9,0,California,state,,2016-11-30,452375.7880343349,2016,11,2016-11
54,1,Texas,state,,2016-11-30,187888.21018681803,2016,11,2016-11
14,2,Florida,state,,2016-11-30,206816.66553287112,2016,11,2016-11
43,3,New York,state,,2016-11-30,290698.3617129138,2016,11,2016-11
47,4,Pennsylvania,state,,2016-11-30,170581.57830097855,2016,11,2016-11
21,5,Illinois,state,,2016-11-30,176311.5178171877,2016,11,2016-11
44,6,Ohio,state,,2016-11-30,130398.81203745089,2016,11,2016-11
16,7,Georgia,state,,2016-11-30,171084.3014521425,2016,11,2016-11
36,8,North Carolina,state,,2016-11-30,176994.1705212465,2016,11,2016-11
30,9,Michigan,state,,2016-11-30,140748.12989547662,2016,11,2016-11
40,10,New Jersey,state,,2016-11-30,312904.3634594918,2016,11,2016-11
56,11,Virginia,state,,2016-11-30,251953.24700619435,2016,11,2016-11
59,12,Washington,state,,2016-11-30,323082.9019440689,2016,11,2016-11
8,13,Arizona,state,,2016-11-30,226321.63859692108,2016,11,2016-11
26,14,Massachusetts,state,,2016-11-30,378410.6802001477,2016,11,2016-11
53,15,Tennessee,state,,2016-11-30,170629.01196524245,2016,11,2016-11
22,16,Indiana,state,,2016-11-30,132598.36558989677,2016,11,2016-11
27,17,Maryland,state,,2016-11-30,288948.3946287445,2016,11,2016-11
32,18,Missouri,state,,2016-11-30,146539.5037104692,2016,11,2016-11
60,19,Wisconsin,state,,2016-11-30,175495.5133093282,2016,11,2016-11
10,20,Colorado,state,,2016-11-30,337263.5745046038,2016,11,2016-11
31,21,Minnesota,state,,2016-11-30,214368.42295386991,2016,11,2016-11
51,22,South Carolina,state,,2016-11-30,168609.32878762335,2016,11,2016-11
4,23,Alabama,state,,2016-11-30,143362.8304251607,2016,11,2016-11
25,24,Louisiana,state,,2016-11-30,183224.3532419332,2016,11,2016-11
24,25,Kentucky,state,,2016-11-30,129222.6841337888,2016,11,2016-11
46,26,Oregon,state,,2016-11-30,309281.1457338597,2016,11,2016-11
45,27,Oklahoma,state,,2016-11-30,129569.91350569153,2016,11,2016-11
11,28,Connecticut,state,,2016-11-30,245403.0668888199,2016,11,2016-11
55,30,Utah,state,,2016-11-30,272629.227767556,2016,11,2016-11
19,31,Iowa,state,,2016-11-30,143572.06513841884,2016,11,2016-11
42,32,Nevada,state,,2016-11-30,234024.73289591275,2016,11,2016-11
6,33,Arkansas,state,,2016-11-30,136708.60365671283,2016,11,2016-11
34,34,Mississippi,state,,2016-11-30,135006.26720261408,2016,11,2016-11
23,35,Kansas,state,,2016-11-30,135931.06920832288,2016,11,2016-11
41,36,New Mexico,state,,2016-11-30,177641.67041339632,2016,11,2016-11
38,37,Nebraska,state,,2016-11-30,155035.97284972772,2016,11,2016-11
20,38,Idaho,state,,2016-11-30,213212.3241374383,2016,11,2016-11
61,39,West Virginia,state,,2016-11-30,111794.21932700142,2016,11,2016-11
18,40,Hawaii,state,,2016-11-30,550969.4684162517,2016,11,2016-11
39,41,New Hampshire,state,,2016-11-30,245161.64563427307,2016,11,2016-11
28,42,Maine,state,,2016-11-30,202698.62211206908,2016,11,2016-11
50,43,Rhode Island,state,,2016-11-30,257630.5934614328,2016,11,2016-11
35,44,Montana,state,,2016-11-30,229544.25467012564,2016,11,2016-11
13,45,Delaware,state,,2016-11-30,254536.97560254508,2016,11,2016-11
52,46,South Dakota,state,,2016-11-30,182366.12118423788,2016,11,2016-11
37,47,North Dakota,state,,2016-11-30,223667.16256449785,2016,11,2016-11
3,48,Alaska,state,,2016-11-30,282546.7205517017,2016,11,2016-11
12,49,District of Columbia,state,,2016-11-30,517381.62700675125,2016,11,2016-11
58,50,Vermont,state,,2016-11-30,236647.1768803308,2016,11,2016-11
62,51,Wyoming,state,,2016-11-30,230787.47213067883,2016,11,2016-11
9,0,California,state,,2016-12-31,454968.8522982447,2016,12,2016-12
54,1,Texas,state,,2016-12-31,189018.53568401185,2016,12,2016-12
14,2,Florida,state,,2016-12-31,208043.0559234511,2016,12,2016-12
43,3,New York,state,,2016-12-31,292494.2142937342,2016,12,2016-12
47,4,Pennsylvania,state,,2016-12-31,171252.18820488724,2016,12,2016-12
21,5,Illinois,state,,2016-12-31,177271.97258685157,2016,12,2016-12
44,6,Ohio,state,,2016-12-31,131019.10126215014,2016,12,2016-12
16,7,Georgia,state,,2016-12-31,172117.12340737818,2016,12,2016-12
36,8,North Carolina,state,,2016-12-31,178003.1301145183,2016,12,2016-12
30,9,Michigan,state,,2016-12-31,141697.85657210238,2016,12,2016-12
40,10,New Jersey,state,,2016-12-31,313890.8741478619,2016,12,2016-12
56,11,Virginia,state,,2016-12-31,253061.713731523,2016,12,2016-12
59,12,Washington,state,,2016-12-31,326286.0161184243,2016,12,2016-12
8,13,Arizona,state,,2016-12-31,227409.4717174895,2016,12,2016-12
26,14,Massachusetts,state,,2016-12-31,381020.590592663,2016,12,2016-12
53,15,Tennessee,state,,2016-12-31,172152.50894614015,2016,12,2016-12
22,16,Indiana,state,,2016-12-31,133299.21643458048,2016,12,2016-12
27,17,Maryland,state,,2016-12-31,290393.7498496555,2016,12,2016-12
32,18,Missouri,state,,2016-12-31,147423.81342362196,2016,12,2016-12
60,19,Wisconsin,state,,2016-12-31,176617.2931431796,2016,12,2016-12
10,20,Colorado,state,,2016-12-31,340308.3520235328,2016,12,2016-12
31,21,Minnesota,state,,2016-12-31,215770.3384084284,2016,12,2016-12
51,22,South Carolina,state,,2016-12-31,169389.16040809746,2016,12,2016-12
4,23,Alabama,state,,2016-12-31,143880.43633424753,2016,12,2016-12
25,24,Louisiana,state,,2016-12-31,183197.21986840395,2016,12,2016-12
24,25,Kentucky,state,,2016-12-31,129841.85683263492,2016,12,2016-12
46,26,Oregon,state,,2016-12-31,312194.2887194265,2016,12,2016-12
45,27,Oklahoma,state,,2016-12-31,129660.43478267828,2016,12,2016-12
11,28,Connecticut,state,,2016-12-31,246275.2146979832,2016,12,2016-12
55,30,Utah,state,,2016-12-31,274310.765283764,2016,12,2016-12
19,31,Iowa,state,,2016-12-31,144033.52978526478,2016,12,2016-12
42,32,Nevada,state,,2016-12-31,235449.2191660692,2016,12,2016-12
6,33,Arkansas,state,,2016-12-31,137104.07017351486,2016,12,2016-12
34,34,Mississippi,state,,2016-12-31,135029.86993065916,2016,12,2016-12
23,35,Kansas,state,,2016-12-31,136590.95893669996,2016,12,2016-12
41,36,New Mexico,state,,2016-12-31,178133.09496070273,2016,12,2016-12
38,37,Nebraska,state,,2016-12-31,155756.18702534857,2016,12,2016-12
20,38,Idaho,state,,2016-12-31,214836.5178706232,2016,12,2016-12
61,39,West Virginia,state,,2016-12-31,111810.54636293004,2016,12,2016-12
18,40,Hawaii,state,,2016-12-31,553700.114763975,2016,12,2016-12
39,41,New Hampshire,state,,2016-12-31,246763.8437429583,2016,12,2016-12
28,42,Maine,state,,2016-12-31,204057.30681155543,2016,12,2016-12
50,43,Rhode Island,state,,2016-12-31,259293.9030012024,2016,12,2016-12
35,44,Montana,state,,2016-12-31,230676.8737868869,2016,12,2016-12
13,45,Delaware,state,,2016-12-31,255697.8689317261,2016,12,2016-12
52,46,South Dakota,state,,2016-12-31,182997.1675551719,2016,12,2016-12
37,47,North Dakota,state,,2016-12-31,223502.93379945587,2016,12,2016-12
3,48,Alaska,state,,2016-12-31,282952.8345308232,2016,12,2016-12
12,49,District of Columbia,state,,2016-12-31,521358.04487895296,2016,12,2016-12
58,50,Vermont,state,,2016-12-31,237823.5280196136,2016,12,2016-12
62,51,Wyoming,state,,2016-12-31,231196.70007283703,2016,12,2016-12
9,0,California,state,,2017-01-31,459874.2834272815,2017,1,2017-01
54,1,Texas,state,,2017-01-31,190130.6460952786,2017,1,2017-01
14,2,Florida,state,,2017-01-31,209117.64120952223,2017,1,2017-01
43,3,New York,state,,2017-01-31,294140.5073623214,2017,1,2017-01
47,4,Pennsylvania,state,,2017-01-31,171838.80610870416,2017,1,2017-01
21,5,Illinois,state,,2017-01-31,178250.02762361092,2017,1,2017-01
44,6,Ohio,state,,2017-01-31,131611.6112406858,2017,1,2017-01
16,7,Georgia,state,,2017-01-31,173102.34381173397,2017,1,2017-01
36,8,North Carolina,state,,2017-01-31,178888.0195479976,2017,1,2017-01
30,9,Michigan,state,,2017-01-31,142729.90618158117,2017,1,2017-01
40,10,New Jersey,state,,2017-01-31,314812.5637992989,2017,1,2017-01
56,11,Virginia,state,,2017-01-31,254119.6073379103,2017,1,2017-01
59,12,Washington,state,,2017-01-31,329715.98242275306,2017,1,2017-01
8,13,Arizona,state,,2017-01-31,228716.5252245442,2017,1,2017-01
26,14,Massachusetts,state,,2017-01-31,383375.7275835632,2017,1,2017-01
53,15,Tennessee,state,,2017-01-31,173406.81477964198,2017,1,2017-01
22,16,Indiana,state,,2017-01-31,133840.96885864533,2017,1,2017-01
27,17,Maryland,state,,2017-01-31,291790.7839307587,2017,1,2017-01
32,18,Missouri,state,,2017-01-31,148292.59225371995,2017,1,2017-01
60,19,Wisconsin,state,,2017-01-31,177631.03188812602,2017,1,2017-01
10,20,Colorado,state,,2017-01-31,343262.1598940573,2017,1,2017-01
31,21,Minnesota,state,,2017-01-31,217299.2685750662,2017,1,2017-01
51,22,South Carolina,state,,2017-01-31,169869.35682189607,2017,1,2017-01
4,23,Alabama,state,,2017-01-31,144326.8282393529,2017,1,2017-01
25,24,Louisiana,state,,2017-01-31,182766.3657483457,2017,1,2017-01
24,25,Kentucky,state,,2017-01-31,130347.96673490382,2017,1,2017-01
46,26,Oregon,state,,2017-01-31,314934.61840119696,2017,1,2017-01
45,27,Oklahoma,state,,2017-01-31,129610.38860739207,2017,1,2017-01
11,28,Connecticut,state,,2017-01-31,246812.1979726684,2017,1,2017-01
55,30,Utah,state,,2017-01-31,276167.5960646432,2017,1,2017-01
19,31,Iowa,state,,2017-01-31,144445.762298647,2017,1,2017-01
42,32,Nevada,state,,2017-01-31,237249.57040628887,2017,1,2017-01
6,33,Arkansas,state,,2017-01-31,137421.6445444368,2017,1,2017-01
34,34,Mississippi,state,,2017-01-31,135166.61114171235,2017,1,2017-01
23,35,Kansas,state,,2017-01-31,137266.49028460178,2017,1,2017-01
41,36,New Mexico,state,,2017-01-31,178146.7267964809,2017,1,2017-01
38,37,Nebraska,state,,2017-01-31,156429.01762373655,2017,1,2017-01
20,38,Idaho,state,,2017-01-31,216462.5190030193,2017,1,2017-01
61,39,West Virginia,state,,2017-01-31,111804.8813468818,2017,1,2017-01
18,40,Hawaii,state,,2017-01-31,556248.6667884496,2017,1,2017-01
39,41,New Hampshire,state,,2017-01-31,248410.36757520912,2017,1,2017-01
28,42,Maine,state,,2017-01-31,205192.02067187303,2017,1,2017-01
50,43,Rhode Island,state,,2017-01-31,261081.943492606,2017,1,2017-01
35,44,Montana,state,,2017-01-31,231801.6751334337,2017,1,2017-01
13,45,Delaware,state,,2017-01-31,256917.5973155178,2017,1,2017-01
52,46,South Dakota,state,,2017-01-31,183580.96372512612,2017,1,2017-01
37,47,North Dakota,state,,2017-01-31,223287.17751029157,2017,1,2017-01
3,48,Alaska,state,,2017-01-31,283163.8994458749,2017,1,2017-01
12,49,District of Columbia,state,,2017-01-31,524254.76524768845,2017,1,2017-01
58,50,Vermont,state,,2017-01-31,239217.06036880703,2017,1,2017-01
62,51,Wyoming,state,,2017-01-31,231553.94875263792,2017,1,2017-01
9,0,California,state,,2017-02-28,466329.5506679071,2017,2,2017-02
54,1,Texas,state,,2017-02-28,191123.57155429563,2017,2,2017-02
14,2,Florida,state,,2017-02-28,210320.3239291995,2017,2,2017-02
43,3,New York,state,,2017-02-28,295878.3618919872,2017,2,2017-02
47,4,Pennsylvania,state,,2017-02-28,172358.72660421662,2017,2,2017-02
21,5,Illinois,state,,2017-02-28,179320.40839733716,2017,2,2017-02
44,6,Ohio,state,,2017-02-28,132146.46737513543,2017,2,2017-02
16,7,Georgia,state,,2017-02-28,174134.8008208668,2017,2,2017-02
36,8,North Carolina,state,,2017-02-28,179673.55104862418,2017,2,2017-02
30,9,Michigan,state,,2017-02-28,143749.4008915391,2017,2,2017-02
40,10,New Jersey,state,,2017-02-28,315794.4127659342,2017,2,2017-02
56,11,Virginia,state,,2017-02-28,255125.17682392857,2017,2,2017-02
59,12,Washington,state,,2017-02-28,333383.4664706456,2017,2,2017-02
8,13,Arizona,state,,2017-02-28,230231.1288656286,2017,2,2017-02
26,14,Massachusetts,state,,2017-02-28,385396.4389400636,2017,2,2017-02
53,15,Tennessee,state,,2017-02-28,174267.27009356543,2017,2,2017-02
22,16,Indiana,state,,2017-02-28,134217.87869655865,2017,2,2017-02
27,17,Maryland,state,,2017-02-28,293089.2585687765,2017,2,2017-02
32,18,Missouri,state,,2017-02-28,149178.87217967515,2017,2,2017-02
60,19,Wisconsin,state,,2017-02-28,178433.77938269623,2017,2,2017-02
10,20,Colorado,state,,2017-02-28,346401.41096077394,2017,2,2017-02
31,21,Minnesota,state,,2017-02-28,218942.36319869815,2017,2,2017-02
51,22,South Carolina,state,,2017-02-28,170254.26553557045,2017,2,2017-02
4,23,Alabama,state,,2017-02-28,144643.8968044941,2017,2,2017-02
25,24,Louisiana,state,,2017-02-28,182448.0102275193,2017,2,2017-02
24,25,Kentucky,state,,2017-02-28,130788.92659941848,2017,2,2017-02
46,26,Oregon,state,,2017-02-28,317629.7314463149,2017,2,2017-02
45,27,Oklahoma,state,,2017-02-28,129804.48277674006,2017,2,2017-02
11,28,Connecticut,state,,2017-02-28,247194.2815948845,2017,2,2017-02
55,30,Utah,state,,2017-02-28,278334.51953586406,2017,2,2017-02
19,31,Iowa,state,,2017-02-28,144853.09315773015,2017,2,2017-02
42,32,Nevada,state,,2017-02-28,239587.44433242187,2017,2,2017-02
6,33,Arkansas,state,,2017-02-28,137677.8061058228,2017,2,2017-02
34,34,Mississippi,state,,2017-02-28,135418.10848782444,2017,2,2017-02
23,35,Kansas,state,,2017-02-28,137780.99810567513,2017,2,2017-02
41,36,New Mexico,state,,2017-02-28,178234.30392237034,2017,2,2017-02
38,37,Nebraska,state,,2017-02-28,157027.15273363632,2017,2,2017-02
20,38,Idaho,state,,2017-02-28,218241.35457111345,2017,2,2017-02
61,39,West Virginia,state,,2017-02-28,111953.76160601742,2017,2,2017-02
18,40,Hawaii,state,,2017-02-28,558364.0080274966,2017,2,2017-02
39,41,New Hampshire,state,,2017-02-28,249989.39307117637,2017,2,2017-02
28,42,Maine,state,,2017-02-28,206152.59136650027,2017,2,2017-02
50,43,Rhode Island,state,,2017-02-28,262730.2718537392,2017,2,2017-02
35,44,Montana,state,,2017-02-28,232937.87777503367,2017,2,2017-02
13,45,Delaware,state,,2017-02-28,258428.57256198348,2017,2,2017-02
52,46,South Dakota,state,,2017-02-28,184190.56616698028,2017,2,2017-02
37,47,North Dakota,state,,2017-02-28,223317.61336052892,2017,2,2017-02
3,48,Alaska,state,,2017-02-28,282932.0699147622,2017,2,2017-02
12,49,District of Columbia,state,,2017-02-28,525985.761098451,2017,2,2017-02
58,50,Vermont,state,,2017-02-28,240287.28116877537,2017,2,2017-02
62,51,Wyoming,state,,2017-02-28,231682.4720982665,2017,2,2017-02
9,0,California,state,,2017-03-31,473340.3378843276,2017,3,2017-03
54,1,Texas,state,,2017-03-31,192182.40189074705,2017,3,2017-03
14,2,Florida,state,,2017-03-31,211724.3648735945,2017,3,2017-03
43,3,New York,state,,2017-03-31,297412.29887615953,2017,3,2017-03
47,4,Pennsylvania,state,,2017-03-31,172756.6944968299,2017,3,2017-03
21,5,Illinois,state,,2017-03-31,180464.44160001827,2017,3,2017-03
44,6,Ohio,state,,2017-03-31,132682.39650883884,2017,3,2017-03
16,7,Georgia,state,,2017-03-31,175186.6333587776,2017,3,2017-03
36,8,North Carolina,state,,2017-03-31,180422.9576990452,2017,3,2017-03
30,9,Michigan,state,,2017-03-31,144813.38004359408,2017,3,2017-03
40,10,New Jersey,state,,2017-03-31,316567.088083588,2017,3,2017-03
56,11,Virginia,state,,2017-03-31,255991.57697823632,2017,3,2017-03
59,12,Washington,state,,2017-03-31,337077.2442814791,2017,3,2017-03
8,13,Arizona,state,,2017-03-31,231875.1596695452,2017,3,2017-03
26,14,Massachusetts,state,,2017-03-31,387608.6516585194,2017,3,2017-03
53,15,Tennessee,state,,2017-03-31,174980.29234781605,2017,3,2017-03
22,16,Indiana,state,,2017-03-31,134582.24053538174,2017,3,2017-03
27,17,Maryland,state,,2017-03-31,294129.60222977673,2017,3,2017-03
32,18,Missouri,state,,2017-03-31,150032.98414621272,2017,3,2017-03
60,19,Wisconsin,state,,2017-03-31,179227.0930882264,2017,3,2017-03
10,20,Colorado,state,,2017-03-31,349566.65736409294,2017,3,2017-03
31,21,Minnesota,state,,2017-03-31,220590.69904146777,2017,3,2017-03
51,22,South Carolina,state,,2017-03-31,170647.8091092694,2017,3,2017-03
4,23,Alabama,state,,2017-03-31,144839.4669147629,2017,3,2017-03
25,24,Louisiana,state,,2017-03-31,182037.16432467845,2017,3,2017-03
24,25,Kentucky,state,,2017-03-31,131242.3238389422,2017,3,2017-03
46,26,Oregon,state,,2017-03-31,320193.6636248652,2017,3,2017-03
45,27,Oklahoma,state,,2017-03-31,130155.34126711612,2017,3,2017-03
11,28,Connecticut,state,,2017-03-31,247551.5143429004,2017,3,2017-03
55,30,Utah,state,,2017-03-31,280767.25044936495,2017,3,2017-03
19,31,Iowa,state,,2017-03-31,145197.34367306865,2017,3,2017-03
42,32,Nevada,state,,2017-03-31,242211.4744965446,2017,3,2017-03
6,33,Arkansas,state,,2017-03-31,137987.44532796068,2017,3,2017-03
34,34,Mississippi,state,,2017-03-31,135650.7053271588,2017,3,2017-03
23,35,Kansas,state,,2017-03-31,138227.08128782836,2017,3,2017-03
41,36,New Mexico,state,,2017-03-31,178538.84930421555,2017,3,2017-03
38,37,Nebraska,state,,2017-03-31,157755.32389698524,2017,3,2017-03
20,38,Idaho,state,,2017-03-31,220008.9227156269,2017,3,2017-03
61,39,West Virginia,state,,2017-03-31,112170.39826089976,2017,3,2017-03
18,40,Hawaii,state,,2017-03-31,560903.7889835543,2017,3,2017-03
39,41,New Hampshire,state,,2017-03-31,251475.921168398,2017,3,2017-03
